0.70859692,0.43255828,0.29308306,0.27022543,0.29308306,0.33777919,0.36136477,0.3856783,0.3856783,0.29308306,0.1498225,0,0,0,0,0.0238871499999999,0.1498225,0.24722221,0.27022543,0.22392781,0.1498225,0.0238871499999999,0,0,0,0,0,0,0,0,0,0.0995939499999999,0.1250722,0.1250722,0.0995939499999999,0,0,0,0,0,0,0,0.0238871499999999,0.19946869,0.29308306,0.24722221,0.0742612900000001,0,0,0,0,0,0,0,0,0.27022543,0.40911829,0.52559029,0.59445436,0.66302725,0.7307266,0.81604234,0.95842936,1.09106185,1.26314923,1.38486247,1.56160873,1.64372149,1.62595951,1.49827708,1.31556163,1.14929785,0.9389203,0.77309329,0.77309329,0.83657053,0.87675337,0.87675337,0.85651636,0.75169156,0.64104316,0.57217909,0.50287825,0.40911829,0.29308306,0.27022543,0.47987503,0.6855937,0.81604234,0.91955683,0.97852078,0.97852078,0.91955683,0.77309329,0.61803994,0.40911829,0.1745728,0,0,0,0,0.0742612900000001,0.1498225,0.1250722,0.0995939499999999,0.1250722,0.1745728,0.29308306,0.47987503,0.7307266,0.9986122,1.24407694,1.49827708,1.78028491,1.98993451,2.05224703,1.94844136,1.7600479,1.69919128,1.66221142,1.66221142,1.66221142,1.59130909,1.51341844,1.41732904,1.38486247,1.43305276,1.59130909,1.72001065,1.88030524,2.01060829,2.07321199,2.03244679,1.88030524,1.6799734,1.52885098,1.35064882,1.20636913,1.05422758,0.91955683,0.79507738,0.7307266,0.66302725,0.54917587,0.33777919,0.1498225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742612900000001,0.33777919,0.54917587,0.6855937,0.70859692,0.57217909,0.3856783,0.27022543,0.1498225,0,0,0,0,0,0,0,0,0,0,0.19946869,0.3856783,0.54917587,0.75169156,0.9389203,1.05422758,1.09106185,1.09106185,1.1281873,1.26314923,1.33317802,1.38486247,1.44877648,1.49827708,1.49827708,1.41732904,1.28076562,1.18918951,1.05422758,0.91955683
0.70859692,0.43255828,0.27022543,0.24722221,0.24722221,0.27022543,0.27022543,0.27022543,0.27022543,0.1745728,0.0238871499999999,0,0,0,0,0.0742612900000001,0.24722221,0.3856783,0.40911829,0.40911829,0.31521274,0.19946869,0.0238871499999999,0,0,0,0,0,0,0,0,0.0238871499999999,0.0495109899999999,0.0742612900000001,0.0495109899999999,0,0,0,0,0,0,0,0.0495109899999999,0.22392781,0.33777919,0.31521274,0.1745728,0,0,0,0,0,0,0,0.1498225,0.40911829,0.54917587,0.66302725,0.7307266,0.79507738,0.85651636,0.9389203,1.07271751,1.22456788,1.36797403,1.46435461,1.64372149,1.73951971,1.69919128,1.56160873,1.36797403,1.18918951,0.97852078,0.81604234,0.79507738,0.87675337,0.91955683,0.91955683,0.89873746,0.79507738,0.6855937,0.61803994,0.54917587,0.45658063,0.31521274,0.29308306,0.50287825,0.6855937,0.81604234,0.91955683,0.97852078,0.97852078,0.91955683,0.79507738,0.64104316,0.43255828,0.22392781,0,0,0,0.0238871499999999,0.1250722,0.19946869,0.1745728,0.1745728,0.19946869,0.24722221,0.36136477,0.54917587,0.79507738,1.03559206,1.28076562,1.52885098,1.81872067,2.03244679,2.07321199,1.96984309,1.78028491,1.72001065,1.69919128,1.6799734,1.6799734,1.60732399,1.52885098,1.43305276,1.40131414,1.44877648,1.60732399,1.73951971,1.92514696,2.05224703,2.13727159,2.09388577,1.94844136,1.73951971,1.57704127,1.38486247,1.24407694,1.07271751,0.9389203,0.81604234,0.75169156,0.6855937,0.52559029,0.31521274,0.0995939499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995939499999999,0.33777919,0.54917587,0.6855937,0.70859692,0.57217909,0.3856783,0.27022543,0.1250722,0,0,0,0,0,0,0,0,0,0,0.22392781,0.40911829,0.54917587,0.70859692,0.87675337,0.9389203,0.9389203,0.91955683,0.9389203,1.05422758,1.14929785,1.18918951,1.26314923,1.31556163,1.31556163,1.22456788,1.07271751,0.97852078,0.85651636,0.6855937
0.66302725,0.40911829,0.24722221,0.22392781,0.19946869,0.22392781,0.19946869,0.1745728,0.1745728,0.0742612900000001,0,0,0,0,0,0.0742612900000001,0.29308306,0.43255828,0.50287825,0.50287825,0.43255828,0.31521274,0.1498225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238871499999999,0.22392781,0.33777919,0.33777919,0.22392781,0.0742612900000001,0,0,0,0,0,0,0.33777919,0.57217909,0.70859692,0.81604234,0.87675337,0.9389203,0.9986122,1.09106185,1.24407694,1.36797403,1.48124305,1.57704127,1.7600479,1.83910327,1.78028491,1.62595951,1.43305276,1.24407694,1.03559206,0.85651636,0.83657053,0.89873746,0.91955683,0.91955683,0.89873746,0.79507738,0.6855937,0.61803994,0.54917587,0.45658063,0.31521274,0.29308306,0.47987503,0.66302725,0.79507738,0.89873746,0.95842936,0.95842936,0.89873746,0.77309329,0.61803994,0.43255828,0.22392781,0.0495109899999999,0,0,0.0742612900000001,0.1745728,0.24722221,0.24722221,0.24722221,0.29308306,0.33777919,0.47987503,0.66302725,0.87675337,1.1281873,1.35064882,1.57704127,1.88030524,2.07321199,2.1152875,2.01060829,1.81872067,1.7600479,1.72001065,1.72001065,1.69919128,1.64372149,1.54544824,1.43305276,1.40131414,1.44877648,1.59130909,1.73951971,1.92514696,2.07321199,2.15809096,2.13727159,1.98993451,1.79877484,1.62595951,1.44877648,1.29779965,1.1281873,0.97852078,0.83657053,0.75169156,0.66302725,0.50287825,0.27022543,0.0238871499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1498225,0.3856783,0.57217909,0.6855937,0.6855937,0.54917587,0.33777919,0.19946869,0.0742612900000001,0,0,0,0,0,0,0,0,0,0,0.19946869,0.36136477,0.47987503,0.61803994,0.75169156,0.79507738,0.77309329,0.7307266,0.75169156,0.85651636,0.95842936,0.9986122,1.07271751,1.10911501,1.09106185,0.9986122,0.83657053,0.70859692,0.57217909,0.40911829
0.59445436,0.33777919,0.22392781,0.19946869,0.1745728,0.19946869,0.1745728,0.1250722,0.1250722,0.0238871499999999,0,0,0,0,0,0.0238871499999999,0.27022543,0.43255828,0.52559029,0.52559029,0.45658063,0.3856783,0.22392781,0.0238871499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1498225,0.29308306,0.29308306,0.19946869,0.0995939499999999,0,0,0,0,0,0.19946869,0.52559029,0.75169156,0.85651636,0.9389203,0.9986122,1.07271751,1.14929785,1.24407694,1.38486247,1.51341844,1.60732399,1.69919128,1.88030524,1.94844136,1.85861233,1.6799734,1.48124305,1.31556163,1.07271751,0.89873746,0.85651636,0.87675337,0.89873746,0.89873746,0.85651636,0.75169156,0.66302725,0.59445436,0.52559029,0.43255828,0.29308306,0.27022543,0.45658063,0.61803994,0.75169156,0.85651636,0.89873746,0.91955683,0.85651636,0.7307266,0.59445436,0.40911829,0.22392781,0.0495109899999999,0,0,0.1250722,0.22392781,0.31521274,0.33777919,0.33777919,0.40911829,0.47987503,0.59445436,0.79507738,0.9986122,1.22456788,1.43305276,1.64372149,1.96984309,2.15809096,2.17949269,2.07321199,1.88030524,1.79877484,1.7600479,1.7600479,1.73951971,1.66221142,1.56160873,1.44877648,1.40131414,1.43305276,1.57704127,1.69919128,1.88030524,2.03244679,2.13727159,2.1152875,2.01060829,1.85861233,1.69919128,1.52885098,1.38486247,1.22456788,1.03559206,0.87675337,0.77309329,0.64104316,0.43255828,0.1745728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27022543,0.47987503,0.61803994,0.70859692,0.66302725,0.47987503,0.27022543,0.1250722,0,0,0,0,0,0,0,0,0,0,0,0.0742612900000001,0.22392781,0.31521274,0.43255828,0.54917587,0.59445436,0.57217909,0.52559029,0.54917587,0.6855937,0.77309329,0.83657053,0.89873746,0.9389203,0.87675337,0.75169156,0.52559029,0.3856783,0.24722221,0.0742612900000001
0.50287825,0.27022543,0.1745728,0.19946869,0.19946869,0.22392781,0.19946869,0.1498225,0.1250722,0,0,0,0,0,0,0,0.1745728,0.36136477,0.45658063,0.47987503,0.45658063,0.3856783,0.24722221,0.0995939499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495109899999999,0.1745728,0.19946869,0.1250722,0.0742612900000001,0.0238871499999999,0,0,0.0495109899999999,0.0995939499999999,0.3856783,0.6855937,0.87675337,0.95842936,1.01724772,1.07271751,1.14929785,1.26314923,1.36797403,1.51341844,1.62595951,1.73951971,1.81872067,1.96984309,2.01060829,1.90228933,1.72001065,1.51341844,1.35064882,1.10911501,0.91955683,0.85651636,0.85651636,0.85651636,0.83657053,0.79507738,0.6855937,0.59445436,0.52559029,0.47987503,0.3856783,0.24722221,0.22392781,0.40911829,0.57217909,0.6855937,0.79507738,0.83657053,0.83657053,0.77309329,0.66302725,0.52559029,0.3856783,0.22392781,0.0495109899999999,0,0.0238871499999999,0.1498225,0.27022543,0.36136477,0.40911829,0.43255828,0.52559029,0.59445436,0.7307266,0.89873746,1.09106185,1.31556163,1.49827708,1.72001065,2.03244679,2.21705491,2.23496248,2.1152875,1.90228933,1.81872067,1.78028491,1.78028491,1.7600479,1.6799734,1.57704127,1.44877648,1.40131414,1.43305276,1.56160873,1.66221142,1.83910327,1.96984309,2.07321199,2.09388577,2.03244679,1.92514696,1.79877484,1.62595951,1.49827708,1.33317802,1.1281873,0.95842936,0.81604234,0.64104316,0.3856783,0.1250722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1745728,0.40911829,0.57217909,0.6855937,0.70859692,0.61803994,0.43255828,0.1745728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742612900000001,0.19946869,0.31521274,0.36136477,0.36136477,0.33777919,0.3856783,0.52559029,0.64104316,0.6855937,0.75169156,0.77309329,0.6855937,0.50287825,0.27022543,0.0995939499999999,0,0
0.43255828,0.24722221,0.1745728,0.22392781,0.24722221,0.29308306,0.27022543,0.22392781,0.1745728,0.0495109899999999,0,0,0,0,0,0,0.0742612900000001,0.27022543,0.3856783,0.43255828,0.40911829,0.36136477,0.27022543,0.1745728,0.0742612900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495109899999999,0.0742612900000001,0.0238871499999999,0,0.0238871499999999,0.0495109899999999,0.0742612900000001,0.1745728,0.27022543,0.54917587,0.79507738,0.9389203,0.9986122,1.03559206,1.09106185,1.18918951,1.31556163,1.43305276,1.57704127,1.72001065,1.83910327,1.88030524,2.01060829,2.03244679,1.90228933,1.72001065,1.52885098,1.36797403,1.1281873,0.9389203,0.85651636,0.85651636,0.83657053,0.79507738,0.75169156,0.64104316,0.54917587,0.50287825,0.45658063,0.36136477,0.22392781,0.19946869,0.36136477,0.52559029,0.64104316,0.7307266,0.77309329,0.75169156,0.70859692,0.59445436,0.47987503,0.33777919,0.1745728,0.0495109899999999,0,0.0495109899999999,0.1745728,0.31521274,0.43255828,0.47987503,0.52559029,0.61803994,0.70859692,0.83657053,0.9986122,1.18918951,1.38486247,1.56160873,1.78028491,2.07321199,2.23496248,2.25490831,2.13727159,1.92514696,1.81872067,1.78028491,1.78028491,1.73951971,1.6799734,1.57704127,1.44877648,1.40131414,1.41732904,1.54544824,1.64372149,1.79877484,1.94844136,2.05224703,2.09388577,2.07321199,2.01060829,1.92514696,1.78028491,1.64372149,1.46435461,1.26314923,1.05422758,0.87675337,0.66302725,0.3856783,0.0995939499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995939499999999,0.33777919,0.54917587,0.66302725,0.7307266,0.7307266,0.61803994,0.3856783,0.0995939499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495109899999999,0.1498225,0.1745728,0.1745728,0.24722221,0.43255828,0.54917587,0.61803994,0.66302725,0.66302725,0.54917587,0.31521274,0.0238871499999999,0,0,0
0.3856783,0.22392781,0.19946869,0.27022543,0.33777919,0.3856783,0.36136477,0.29308306,0.24722221,0.0995939499999999,0,0,0,0,0,0,0,0.1745728,0.29308306,0.36136477,0.36136477,0.33777919,0.29308306,0.24722221,0.22392781,0.1250722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742612900000001,0.1498225,0.29308306,0.3856783,0.64104316,0.87675337,0.97852078,0.9986122,1.01724772,1.05422758,1.17026281,1.29779965,1.44877648,1.59130909,1.73951971,1.85861233,1.90228933,2.01060829,1.98993451,1.88030524,1.69919128,1.51341844,1.36797403,1.1281873,0.9389203,0.85651636,0.83657053,0.81604234,0.79507738,0.7307266,0.64104316,0.54917587,0.50287825,0.45658063,0.36136477,0.24722221,0.19946869,0.36136477,0.50287825,0.61803994,0.6855937,0.70859692,0.70859692,0.64104316,0.52559029,0.40911829,0.27022543,0.1250722,0.0238871499999999,0,0.0495109899999999,0.19946869,0.33777919,0.47987503,0.54917587,0.59445436,0.6855937,0.77309329,0.89873746,1.05422758,1.24407694,1.43305276,1.59130909,1.81872067,2.09388577,2.25490831,2.25490831,2.1152875,1.90228933,1.79877484,1.7600479,1.73951971,1.72001065,1.64372149,1.56160873,1.44877648,1.40131414,1.43305276,1.56160873,1.64372149,1.79877484,1.92514696,2.05224703,2.1152875,2.13727159,2.1152875,2.09388577,1.96984309,1.81872067,1.62595951,1.40131414,1.17026281,0.95842936,0.7307266,0.43255828,0.1250722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495109899999999,0.27022543,0.45658063,0.64104316,0.75169156,0.77309329,0.75169156,0.61803994,0.36136477,0.0995939499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495109899999999,0.1745728,0.36136477,0.50287825,0.57217909,0.61803994,0.59445436,0.45658063,0.19946869,0,0,0,0
0.3856783,0.24722221,0.24722221,0.33777919,0.43255828,0.50287825,0.47987503,0.3856783,0.31521274,0.1745728,0,0,0,0,0,0,0,0.0995939499999999,0.24722221,0.31521274,0.33777919,0.36136477,0.33777919,0.33777919,0.36136477,0.29308306,0.19946869,0.1745728,0.0495109899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742612900000001,0.19946869,0.36136477,0.45658063,0.70859692,0.89873746,0.97852078,0.95842936,0.95842936,0.97852078,1.09106185,1.24407694,1.40131414,1.56160873,1.69919128,1.79877484,1.83910327,1.92514696,1.90228933,1.79877484,1.64372149,1.48124305,1.33317802,1.1281873,0.9389203,0.87675337,0.87675337,0.87675337,0.83657053,0.81604234,0.70859692,0.64104316,0.57217909,0.54917587,0.45658063,0.31521274,0.27022543,0.40911829,0.52559029,0.61803994,0.6855937,0.6855937,0.66302725,0.59445436,0.47987503,0.36136477,0.22392781,0.0995939499999999,0,0,0.0495109899999999,0.22392781,0.3856783,0.52559029,0.59445436,0.66302725,0.75169156,0.83657053,0.95842936,1.10911501,1.28076562,1.46435461,1.60732399,1.83910327,2.1152875,2.25490831,2.25490831,2.1152875,1.88030524,1.78028491,1.73951971,1.69919128,1.6799734,1.62595951,1.54544824,1.46435461,1.43305276,1.48124305,1.60732399,1.69919128,1.85861233,1.98993451,2.09388577,2.17949269,2.21705491,2.23496248,2.25490831,2.15809096,2.01060829,1.78028491,1.52885098,1.28076562,1.05422758,0.81604234,0.52559029,0.22392781,0.0238871499999999,0,0,0,0,0,0,0,0,0,0,0,0,0.1745728,0.36136477,0.54917587,0.70859692,0.79507738,0.81604234,0.77309329,0.64104316,0.3856783,0.1250722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995939499999999,0.31521274,0.45658063,0.52559029,0.59445436,0.57217909,0.40911829,0.1498225,0,0,0,0
0.43255828,0.31521274,0.31521274,0.43255828,0.52559029,0.57217909,0.54917587,0.45658063,0.36136477,0.19946869,0,0,0,0,0,0,0,0.0995939499999999,0.24722221,0.33777919,0.36136477,0.40911829,0.40911829,0.43255828,0.50287825,0.45658063,0.3856783,0.33777919,0.22392781,0.0495109899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995939499999999,0.24722221,0.40911829,0.52559029,0.75169156,0.91955683,0.95842936,0.89873746,0.87675337,0.89873746,0.9986122,1.14929785,1.31556163,1.48124305,1.60732399,1.69919128,1.73951971,1.81872067,1.81872067,1.69919128,1.57704127,1.43305276,1.29779965,1.10911501,0.95842936,0.9389203,0.95842936,0.97852078,0.97852078,0.9389203,0.85651636,0.79507738,0.75169156,0.70859692,0.59445436,0.45658063,0.3856783,0.52559029,0.61803994,0.6855937,0.70859692,0.7307266,0.6855937,0.59445436,0.47987503,0.33777919,0.19946869,0.0742612900000001,0,0,0.0495109899999999,0.24722221,0.43255828,0.57217909,0.66302725,0.7307266,0.81604234,0.89873746,1.01724772,1.17026281,1.33317802,1.49827708,1.64372149,1.88030524,2.13727159,2.27572768,2.25490831,2.1152875,1.88030524,1.7600479,1.72001065,1.6799734,1.66221142,1.60732399,1.54544824,1.48124305,1.48124305,1.52885098,1.6799734,1.79877484,1.96984309,2.07321199,2.19943852,2.27572768,2.33207101,2.35492864,2.37895099,2.29363525,2.17949269,1.92514696,1.62595951,1.38486247,1.14929785,0.89873746,0.61803994,0.36136477,0.19946869,0.19946869,0.1745728,0.1498225,0.1498225,0.1250722,0.1498225,0.1250722,0.0995939499999999,0.0495109899999999,0.0495109899999999,0.0495109899999999,0.0495109899999999,0.27022543,0.43255828,0.59445436,0.75169156,0.81604234,0.83657053,0.81604234,0.6855937,0.45658063,0.19946869,0.0238871499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238871499999999,0.27022543,0.40911829,0.50287825,0.54917587,0.54917587,0.3856783,0.1498225,0,0,0,0
0.50287825,0.3856783,0.3856783,0.50287825,0.57217909,0.61803994,0.57217909,0.45658063,0.36136477,0.1745728,0,0,0,0,0,0,0,0.0995939499999999,0.27022543,0.3856783,0.43255828,0.47987503,0.50287825,0.54917587,0.61803994,0.59445436,0.52559029,0.47987503,0.33777919,0.1498225,0.0495109899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1498225,0.29308306,0.47987503,0.57217909,0.77309329,0.91955683,0.9389203,0.85651636,0.79507738,0.79507738,0.89873746,1.03559206,1.20636913,1.36797403,1.49827708,1.59130909,1.62595951,1.72001065,1.72001065,1.62595951,1.51341844,1.38486247,1.28076562,1.10911501,0.9986122,1.01724772,1.09106185,1.1281873,1.14929785,1.14929785,1.07271751,0.9986122,0.95842936,0.89873746,0.79507738,0.64104316,0.54917587,0.66302725,0.7307266,0.77309329,0.79507738,0.77309329,0.7307266,0.64104316,0.50287825,0.36136477,0.22392781,0.0742612900000001,0,0,0.0742612900000001,0.29308306,0.47987503,0.64104316,0.7307266,0.79507738,0.89873746,0.95842936,1.07271751,1.22456788,1.38486247,1.54544824,1.69919128,1.92514696,2.17949269,2.29363525,2.27572768,2.13727159,1.88030524,1.78028491,1.72001065,1.6799734,1.64372149,1.60732399,1.57704127,1.52885098,1.54544824,1.62595951,1.79877484,1.94844136,2.09388577,2.21705491,2.31154282,2.39962477,2.46193729,2.48581405,2.51143789,2.39962477,2.25490831,2.01060829,1.69919128,1.43305276,1.20636913,0.97852078,0.7307266,0.47987503,0.36136477,0.3856783,0.40911829,0.40911829,0.40911829,0.40911829,0.43255828,0.40911829,0.33777919,0.27022543,0.19946869,0.1745728,0.1250722,0.29308306,0.45658063,0.59445436,0.75169156,0.83657053,0.85651636,0.85651636,0.75169156,0.54917587,0.31521274,0.1498225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19946869,0.36136477,0.43255828,0.50287825,0.50287825,0.3856783,0.1498225,0,0,0,0
